"","year","spp","metal","corrected_conc","source"
"1930",1945,"BRNO","Molybdenum",0.0700219968168458,"cambell"
"1931",1946,"BRNO","Molybdenum",0.0691948599304893,"cambell"
"1932",1947,"BRNO","Molybdenum",0.0683743580106671,"cambell"
"1933",1948,"BRNO","Molybdenum",0.0678359772389296,"cambell"
"1934",1949,"BRNO","Molybdenum",0.0670242213942668,"cambell"
"1935",1950,"BRNO","Molybdenum",0.066218935452217,"cambell"
"1936",1951,"BRNO","Molybdenum",0.0654200580342808,"cambell"
"1937",1952,"BRNO","Molybdenum",0.0646275304582278,"cambell"
"1938",1953,"BRNO","Molybdenum",0.063841294182376,"cambell"
"1939",1954,"BRNO","Molybdenum",0.0630612908183401,"cambell"
"1940",1955,"BRNO","Molybdenum",0.0625357800615206,"cambell"
"1941",1956,"BRNO","Molybdenum",0.0617640380915724,"cambell"
"1942",1957,"BRNO","Molybdenum",0.0609983962965807,"cambell"
"1943",1958,"BRNO","Molybdenum",0.0602387968910507,"cambell"
"1944",1959,"BRNO","Molybdenum",0.0594851822889017,"cambell"
"1945",1960,"BRNO","Molybdenum",0.0587374951134204,"cambell"
"1946",1961,"BRNO","Molybdenum",0.0579956777619342,"cambell"
"1947",1962,"BRNO","Molybdenum",0.0574824416755454,"cambell"
"1948",1963,"BRNO","Molybdenum",0.0567484240754673,"cambell"
"1949",1964,"BRNO","Molybdenum",0.0560201420815025,"cambell"
"1950",1965,"BRNO","Molybdenum",0.0555108680625797,"cambell"
"1951",1966,"BRNO","Molybdenum",0.0547902202055194,"cambell"
"1952",1967,"BRNO","Molybdenum",0.0555111441555921,"cambell"
"1953",1968,"BRNO","Molybdenum",0.0560168810722096,"cambell"
"1954",1969,"BRNO","Molybdenum",0.056735046214161,"cambell"
"1955",1970,"BRNO","Molybdenum",0.0574532113561124,"cambell"
"1956",1971,"BRNO","Molybdenum",0.0579497183417844,"cambell"
"1957",1972,"BRNO","Molybdenum",0.0586651469632879,"cambell"
"1958",1973,"BRNO","Molybdenum",0.0593805755847915,"cambell"
"1959",1974,"BRNO","Molybdenum",0.0598679970131274,"cambell"
"1960",1975,"BRNO","Molybdenum",0.0605807112632836,"cambell"
"1961",1976,"BRNO","Molybdenum",0.0612934255134399,"cambell"
"1962",1977,"BRNO","Molybdenum",0.0620061397635962,"cambell"
"1963",1978,"BRNO","Molybdenum",0.0627188540137525,"cambell"
"1964",1979,"BRNO","Molybdenum",0.0634315682639088,"cambell"
"1965",1980,"BRNO","Molybdenum",0.064144282514065,"cambell"
"1966",1981,"BRNO","Molybdenum",0.0648569967642213,"cambell"
"1967",1982,"BRNO","Molybdenum",0.0655697110143776,"cambell"
"1968",1983,"BRNO","Molybdenum",0.0662824252645339,"cambell"
"1969",1984,"BRNO","Molybdenum",0.0669951395146901,"cambell"
"1970",1985,"BRNO","Molybdenum",0.0677078537648464,"cambell"
"1971",1986,"BRNO","Molybdenum",0.06893890565148,"cambell"
"1972",1987,"BRNO","Molybdenum",0.0704371997353003,"cambell"
"1973",1988,"BRNO","Molybdenum",0.0716729400815336,"cambell"
"1974",1989,"BRNO","Molybdenum",0.072908680427767,"cambell"
"1975",1990,"BRNO","Molybdenum",0.0744280238022365,"cambell"
"1976",1991,"BRNO","Molybdenum",0.0756684908656071,"cambell"
"1977",1992,"BRNO","Molybdenum",0.0769089579289777,"cambell"
"1978",1993,"BRNO","Molybdenum",0.0784496334760846,"cambell"
"1979",1994,"BRNO","Molybdenum",0.0800023186089556,"cambell"
"1980",1995,"BRNO","Molybdenum",0.0812523548372205,"cambell"
"1981",1996,"BRNO","Molybdenum",0.0828220243263577,"cambell"
"1982",1997,"BRNO","Molybdenum",NA,"cambell"
"1983",1998,"BRNO","Molybdenum",NA,"cambell"
"1984",1999,"BRNO","Molybdenum",NA,"cambell"
"1985",2000,"BRNO","Molybdenum",NA,"cambell"
"1986",2001,"BRNO","Molybdenum",NA,"cambell"
"1987",2002,"BRNO","Molybdenum",NA,"cambell"
"1988",2003,"BRNO","Molybdenum",NA,"cambell"
"1989",2004,"BRNO","Molybdenum",NA,"cambell"
"1990",2005,"BRNO","Molybdenum",NA,"cambell"
"1991",2006,"BRNO","Molybdenum",NA,"cambell"
"1992",2007,"BRNO","Molybdenum",NA,"cambell"
"1993",2008,"BRNO","Molybdenum",NA,"cambell"
"1994",2009,"BRNO","Molybdenum",NA,"cambell"
"1995",2010,"BRNO","Molybdenum",NA,"cambell"
"1996",2011,"BRNO","Molybdenum",NA,"cambell"
"1997",2012,"BRNO","Molybdenum",NA,"cambell"
"1998",2013,"BRNO","Molybdenum",NA,"cambell"
"1999",2014,"BRNO","Molybdenum",NA,"cambell"
"2000",2015,"BRNO","Molybdenum",NA,"cambell"
"2001",1891,"BRNO","Lead",NA,"cambell"
"2002",1892,"BRNO","Lead",NA,"cambell"
"2003",1893,"BRNO","Lead",NA,"cambell"
"2004",1894,"BRNO","Lead",30.9081272747303,"cambell"
"2005",1895,"BRNO","Lead",30.3901768723122,"cambell"
"2006",1896,"BRNO","Lead",29.6134083623748,"cambell"
"2007",1897,"BRNO","Lead",29.0999455713197,"cambell"
"2008",1898,"BRNO","Lead",28.3406222274813,"cambell"
"2009",1899,"BRNO","Lead",27.8315755182021,"cambell"
"2010",1900,"BRNO","Lead",27.3225288089228,"cambell"
"2011",1901,"BRNO","Lead",26.5845696805793,"cambell"
"2012",1902,"BRNO","Lead",26.079868811695,"cambell"
"2013",1903,"BRNO","Lead",25.5751679428107,"cambell"
"2014",1904,"BRNO","Lead",24.8580193912477,"cambell"
"2015",1905,"BRNO","Lead",24.3575953684917,"cambell"
"2016",1906,"BRNO","Lead",23.8571713457358,"cambell"
"2017",1907,"BRNO","Lead",23.1602933346188,"cambell"
"2018",1908,"BRNO","Lead",22.6640783866018,"cambell"
"2019",1909,"BRNO","Lead",22.1678634385848,"cambell"
"2020",1910,"BRNO","Lead",21.4907292032418,"cambell"
"2021",1911,"BRNO","Lead",20.9986567575727,"cambell"
"2022",1912,"BRNO","Lead",20.5065843119037,"cambell"
"2023",1913,"BRNO","Lead",20.0145118662346,"cambell"
"2024",1914,"BRNO","Lead",19.5224394205656,"cambell"
"2025",1915,"BRNO","Lead",18.8726893536976,"cambell"
"2026",1916,"BRNO","Lead",18.3846940134671,"cambell"
"2027",1917,"BRNO","Lead",17.8966986732366,"cambell"
"2028",1918,"BRNO","Lead",17.4087033330061,"cambell"
"2029",1919,"BRNO","Lead",16.9207079927756,"cambell"
"2030",1920,"BRNO","Lead",16.432712652545,"cambell"
"2031",1921,"BRNO","Lead",15.9447173123145,"cambell"
"2032",1922,"BRNO","Lead",15.456721972084,"cambell"
"2033",1923,"BRNO","Lead",14.9687266318535,"cambell"
"2034",1924,"BRNO","Lead",14.480731291623,"cambell"
"2035",1925,"BRNO","Lead",13.9927359513924,"cambell"
"2036",1926,"BRNO","Lead",13.5047406111619,"cambell"
"2037",1927,"BRNO","Lead",13.0167452709314,"cambell"
"2038",1928,"BRNO","Lead",12.5287499307009,"cambell"
"2039",1929,"BRNO","Lead",12.0407545904704,"cambell"
"2040",1930,"BRNO","Lead",11.5527592502399,"cambell"
"2041",1931,"BRNO","Lead",11.0647639100093,"cambell"
"2042",1932,"BRNO","Lead",10.5767685697788,"cambell"
"2043",1933,"BRNO","Lead",10.0887732295483,"cambell"
"2044",1934,"BRNO","Lead",9.60077788931779,"cambell"
"2045",1935,"BRNO","Lead",9.11278254908727,"cambell"
"2046",1936,"BRNO","Lead",8.62478720885676,"cambell"
"2047",1937,"BRNO","Lead",8.20477317017742,"cambell"
"2048",1938,"BRNO","Lead",7.71270072450837,"cambell"
"2049",1939,"BRNO","Lead",7.22062827883932,"cambell"
"2050",1940,"BRNO","Lead",7.71091785332841,"cambell"
"2051",1941,"BRNO","Lead",8.2012074278175,"cambell"
"2052",1942,"BRNO","Lead",8.76466620138695,"cambell"
"2053",1943,"BRNO","Lead",9.25908326915749,"cambell"
"2054",1944,"BRNO","Lead",9.8362330559824,"cambell"
"2055",1945,"BRNO","Lead",10.3348439482211,"cambell"
"2056",1946,"BRNO","Lead",10.9260423608104,"cambell"
"2057",1947,"BRNO","Lead",11.5273258441857,"cambell"
"2058",1948,"BRNO","Lead",12.0345281813299,"cambell"
"2059",1949,"BRNO","Lead",12.6505325332422,"cambell"
"2060",1950,"BRNO","Lead",13.277170641695,"cambell"
"2061",1951,"BRNO","Lead",13.9146931075145,"cambell"
"2062",1952,"BRNO","Lead",14.5633573744917,"cambell"
"2063",1953,"BRNO","Lead",15.2234275367076,"cambell"
"2064",1954,"BRNO","Lead",15.8951745278777,"cambell"
"2065",1955,"BRNO","Lead",16.4298745884485,"cambell"
"2066",1956,"BRNO","Lead",17.1184255452163,"cambell"
"2067",1957,"BRNO","Lead",17.8192966109633,"cambell"
"2068",1958,"BRNO","Lead",18.5327820264267,"cambell"
"2069",1959,"BRNO","Lead",19.2591837208042,"cambell"
"2070",1960,"BRNO","Lead",19.9988115296334,"cambell"
"2071",1961,"BRNO","Lead",20.7519845065852,"cambell"
"2072",1962,"BRNO","Lead",21.3170137877051,"cambell"
"2073",1963,"BRNO","Lead",22.0894188801698,"cambell"
"2074",1964,"BRNO","Lead",22.8761349912749,"cambell"
"2075",1965,"BRNO","Lead",23.4519644761812,"cambell"
"2076",1966,"BRNO","Lead",24.2588850111395,"cambell"
"2077",1967,"BRNO","Lead",25.8135565892528,"cambell"
"2078",1968,"BRNO","Lead",27.6334019216951,"cambell"
"2079",1969,"BRNO","Lead",29.2031368826695,"cambell"
"2080",1970,"BRNO","Lead",30.772871843644,"cambell"
"2081",1971,"BRNO","Lead",32.6583135401953,"cambell"
"2082",1972,"BRNO","Lead",34.2433711961908,"cambell"
"2083",1973,"BRNO","Lead",35.8284288521862,"cambell"
"2084",1974,"BRNO","Lead",37.7814227057654,"cambell"
"2085",1975,"BRNO","Lead",39.3820683259237,"cambell"
"2086",1976,"BRNO","Lead",40.982713946082,"cambell"
"2087",1977,"BRNO","Lead",42.5833595662403,"cambell"
"2088",1978,"BRNO","Lead",44.1840051863986,"cambell"
"2089",1979,"BRNO","Lead",45.7846508065569,"cambell"
"2090",1980,"BRNO","Lead",47.3852964267152,"cambell"
"2091",1981,"BRNO","Lead",48.9859420468735,"cambell"
"2092",1982,"BRNO","Lead",50.5865876670318,"cambell"
"2093",1983,"BRNO","Lead",52.1872332871901,"cambell"
"2094",1984,"BRNO","Lead",53.7878789073484,"cambell"
"2095",1985,"BRNO","Lead",55.3885245275067,"cambell"
"2096",1986,"BRNO","Lead",50.7538927428323,"cambell"
"2097",1987,"BRNO","Lead",45.6701263227453,"cambell"
"2098",1988,"BRNO","Lead",41.0806291220524,"cambell"
"2099",1989,"BRNO","Lead",36.4911319213595,"cambell"
"2100",1990,"BRNO","Lead",31.5932427718651,"cambell"
"2101",1991,"BRNO","Lead",27.048112074586,"cambell"
"2102",1992,"BRNO","Lead",22.5029813773069,"cambell"
"2103",1993,"BRNO","Lead",17.7855247862419,"cambell"
"2104",1994,"BRNO","Lead",13.1574657840393,"cambell"
"2105",1995,"BRNO","Lead",8.69883235917442,"cambell"
"2106",1996,"BRNO","Lead",4.20010077299003,"cambell"
"2107",1997,"BRNO","Lead",NA,"cambell"
"2108",1998,"BRNO","Lead",NA,"cambell"
"2109",1999,"BRNO","Lead",NA,"cambell"
"2110",2000,"BRNO","Lead",NA,"cambell"
"2111",2001,"BRNO","Lead",NA,"cambell"
"2112",2002,"BRNO","Lead",NA,"cambell"
"2113",2003,"BRNO","Lead",NA,"cambell"
"2114",2004,"BRNO","Lead",NA,"cambell"
"2115",2005,"BRNO","Lead",NA,"cambell"
"2116",2006,"BRNO","Lead",NA,"cambell"
"2117",2007,"BRNO","Lead",NA,"cambell"
"2118",2008,"BRNO","Lead",NA,"cambell"
"2119",2009,"BRNO","Lead",NA,"cambell"
"2120",2010,"BRNO","Lead",NA,"cambell"
"2121",2011,"BRNO","Lead",NA,"cambell"
"2122",2012,"BRNO","Lead",NA,"cambell"
"2123",2013,"BRNO","Lead",NA,"cambell"
"2124",2014,"BRNO","Lead",NA,"cambell"
"2125",2015,"BRNO","Lead",NA,"cambell"
"2126",1891,"BRNO","Zinc",NA,"cambell"
"2127",1892,"BRNO","Zinc",NA,"cambell"
"2128",1893,"BRNO","Zinc",NA,"cambell"
"2129",1894,"BRNO","Zinc",78.7922938587557,"cambell"
"2130",1895,"BRNO","Zinc",78.5985914450351,"cambell"
"2131",1896,"BRNO","Zinc",78.6374549688931,"cambell"
"2132",1897,"BRNO","Zinc",78.4431779917235,"cambell"
"2133",1898,"BRNO","Zinc",78.4816516779202,"cambell"
"2134",1899,"BRNO","Zinc",78.2867968256019,"cambell"
"2135",1900,"BRNO","Zinc",78.0919419732835,"cambell"
"2136",1901,"BRNO","Zinc",78.1294326032679,"cambell"
"2137",1902,"BRNO","Zinc",77.9339965527775,"cambell"
"2138",1903,"BRNO","Zinc",77.7385605022871,"cambell"
"2139",1904,"BRNO","Zinc",77.7750467998829,"cambell"
"2140",1905,"BRNO","Zinc",77.5790262231944,"cambell"
"2141",1906,"BRNO","Zinc",77.3830056465058,"cambell"
"2142",1907,"BRNO","Zinc",77.4184661917922,"cambell"
"2143",1908,"BRNO","Zinc",77.2218577561145,"cambell"
"2144",1909,"BRNO","Zinc",77.0252493204368,"cambell"
"2145",1910,"BRNO","Zinc",77.0596625498474,"cambell"
"2146",1911,"BRNO","Zinc",76.8624629178703,"cambell"
"2147",1912,"BRNO","Zinc",76.6652632858931,"cambell"
"2148",1913,"BRNO","Zinc",76.4680636539159,"cambell"
"2149",1914,"BRNO","Zinc",76.2708640219388,"cambell"
"2150",1915,"BRNO","Zinc",76.3030191526706,"cambell"
"2151",1916,"BRNO","Zinc",76.1052249828181,"cambell"
"2152",1917,"BRNO","Zinc",75.9074308129655,"cambell"
"2153",1918,"BRNO","Zinc",75.709636643113,"cambell"
"2154",1919,"BRNO","Zinc",75.5118424732605,"cambell"
"2155",1920,"BRNO","Zinc",75.3140483034079,"cambell"
"2156",1921,"BRNO","Zinc",75.1162541335554,"cambell"
"2157",1922,"BRNO","Zinc",74.9184599637028,"cambell"
"2158",1923,"BRNO","Zinc",74.7206657938503,"cambell"
"2159",1924,"BRNO","Zinc",74.5228716239977,"cambell"
"2160",1925,"BRNO","Zinc",74.3250774541452,"cambell"
"2161",1926,"BRNO","Zinc",74.1272832842927,"cambell"
"2162",1927,"BRNO","Zinc",73.9294891144401,"cambell"
"2163",1928,"BRNO","Zinc",73.7316949445875,"cambell"
"2164",1929,"BRNO","Zinc",73.533900774735,"cambell"
"2165",1930,"BRNO","Zinc",73.3361066048825,"cambell"
"2166",1931,"BRNO","Zinc",73.1383124350299,"cambell"
"2167",1932,"BRNO","Zinc",72.9405182651774,"cambell"
"2168",1933,"BRNO","Zinc",72.7427240953248,"cambell"
"2169",1934,"BRNO","Zinc",72.5449299254723,"cambell"
"2170",1935,"BRNO","Zinc",72.3471357556197,"cambell"
"2171",1936,"BRNO","Zinc",72.1493415857672,"cambell"
"2172",1937,"BRNO","Zinc",71.7352724864639,"cambell"
"2173",1938,"BRNO","Zinc",71.5380728544867,"cambell"
"2174",1939,"BRNO","Zinc",71.3408732225095,"cambell"
"2175",1940,"BRNO","Zinc",71.4207111301926,"cambell"
"2176",1941,"BRNO","Zinc",71.5005490378757,"cambell"
"2177",1942,"BRNO","Zinc",71.365791920968,"cambell"
"2178",1943,"BRNO","Zinc",71.4453904779226,"cambell"
"2179",1944,"BRNO","Zinc",71.3111294026025,"cambell"
"2180",1945,"BRNO","Zinc",71.3904899599663,"cambell"
"2181",1946,"BRNO","Zinc",71.2567300342014,"cambell"
"2182",1947,"BRNO","Zinc",71.1237115662876,"cambell"
"2183",1948,"BRNO","Zinc",71.202600170465,"cambell"
"2184",1949,"BRNO","Zinc",71.0700914168738,"cambell"
"2185",1950,"BRNO","Zinc",70.9383275696378,"cambell"
"2186",1951,"BRNO","Zinc",70.8072995916449,"cambell"
"2187",1952,"BRNO","Zinc",70.6769963601386,"cambell"
"2188",1953,"BRNO","Zinc",70.5474069158419,"cambell"
"2189",1954,"BRNO","Zinc",70.4185204601471,"cambell"
"2190",1955,"BRNO","Zinc",70.4960251210309,"cambell"
"2191",1956,"BRNO","Zinc",70.3676048641475,"cambell"
"2192",1957,"BRNO","Zinc",70.2398677152924,"cambell"
"2193",1958,"BRNO","Zinc",70.1128033262064,"cambell"
"2194",1959,"BRNO","Zinc",69.9864014989106,"cambell"
"2195",1960,"BRNO","Zinc",69.8606521831896,"cambell"
"2196",1961,"BRNO","Zinc",69.7355459172553,"cambell"
"2197",1962,"BRNO","Zinc",69.8117120619613,"cambell"
"2198",1963,"BRNO","Zinc",69.687022383529,"cambell"
"2199",1964,"BRNO","Zinc",69.5629623298414,"cambell"
"2200",1965,"BRNO","Zinc",69.638691837821,"cambell"
"2201",1966,"BRNO","Zinc",69.5150378767147,"cambell"
"2202",1967,"BRNO","Zinc",69.8494806309804,"cambell"
"2203",1968,"BRNO","Zinc",69.9836805038894,"cambell"
"2204",1969,"BRNO","Zinc",70.3171690541504,"cambell"
"2205",1970,"BRNO","Zinc",70.6506576044114,"cambell"
"2206",1971,"BRNO","Zinc",70.7821044694836,"cambell"
"2207",1972,"BRNO","Zinc",71.1146438135861,"cambell"
"2208",1973,"BRNO","Zinc",71.4471831576886,"cambell"
"2209",1974,"BRNO","Zinc",71.5759015664057,"cambell"
"2210",1975,"BRNO","Zinc",71.9074966538601,"cambell"
"2211",1976,"BRNO","Zinc",72.2390917413146,"cambell"
"2212",1977,"BRNO","Zinc",72.570686828769,"cambell"
"2213",1978,"BRNO","Zinc",72.9022819162234,"cambell"
"2214",1979,"BRNO","Zinc",73.2338770036779,"cambell"
"2215",1980,"BRNO","Zinc",73.5654720911323,"cambell"
"2216",1981,"BRNO","Zinc",73.8970671785867,"cambell"
"2217",1982,"BRNO","Zinc",74.2286622660412,"cambell"
"2218",1983,"BRNO","Zinc",74.5602573534956,"cambell"
"2219",1984,"BRNO","Zinc",74.89185244095,"cambell"
"2220",1985,"BRNO","Zinc",75.2234475284045,"cambell"
"2221",1986,"BRNO","Zinc",74.7644558145317,"cambell"
"2222",1987,"BRNO","Zinc",74.5170577916331,"cambell"
"2223",1988,"BRNO","Zinc",74.0567590439904,"cambell"
"2224",1989,"BRNO","Zinc",73.5964602963478,"cambell"
"2225",1990,"BRNO","Zinc",73.3449226958663,"cambell"
"2226",1991,"BRNO","Zinc",72.8833100633744,"cambell"
"2227",1992,"BRNO","Zinc",72.4216974308824,"cambell"
"2228",1993,"BRNO","Zinc",72.1659827251493,"cambell"
"2229",1994,"BRNO","Zinc",71.9087084270124,"cambell"
"2230",1995,"BRNO","Zinc",71.4444472030933,"cambell"
"2231",1996,"BRNO","Zinc",71.1842680769631,"cambell"
"2232",1997,"BRNO","Zinc",NA,"cambell"
"2233",1998,"BRNO","Zinc",NA,"cambell"
"2234",1999,"BRNO","Zinc",NA,"cambell"
"2235",2000,"BRNO","Zinc",NA,"cambell"
"2236",2001,"BRNO","Zinc",NA,"cambell"
"2237",2002,"BRNO","Zinc",NA,"cambell"
"2238",2003,"BRNO","Zinc",NA,"cambell"
"2239",2004,"BRNO","Zinc",NA,"cambell"
"2240",2005,"BRNO","Zinc",NA,"cambell"
"2241",2006,"BRNO","Zinc",NA,"cambell"
"2242",2007,"BRNO","Zinc",NA,"cambell"
"2243",2008,"BRNO","Zinc",NA,"cambell"
"2244",2009,"BRNO","Zinc",NA,"cambell"
"2245",2010,"BRNO","Zinc",NA,"cambell"
"2246",2011,"BRNO","Zinc",NA,"cambell"
"2247",2012,"BRNO","Zinc",NA,"cambell"
"2248",2013,"BRNO","Zinc",NA,"cambell"
"2249",2014,"BRNO","Zinc",NA,"cambell"
"2250",2015,"BRNO","Zinc",NA,"cambell"
"2251",1891,"BUPE","Arsenic",NA,"cambell"
"2252",1892,"BUPE","Arsenic",NA,"cambell"
"2253",1893,"BUPE","Arsenic",NA,"cambell"
"2254",1894,"BUPE","Arsenic",NA,"cambell"
"2255",1895,"BUPE","Arsenic",NA,"cambell"
"2256",1896,"BUPE","Arsenic",NA,"cambell"
"2257",1897,"BUPE","Arsenic",NA,"cambell"
"2258",1898,"BUPE","Arsenic",NA,"cambell"
"2259",1899,"BUPE","Arsenic",NA,"cambell"
"2260",1900,"BUPE","Arsenic",NA,"cambell"
"2261",1901,"BUPE","Arsenic",NA,"cambell"
"2262",1902,"BUPE","Arsenic",NA,"cambell"
"2263",1903,"BUPE","Arsenic",NA,"cambell"
"2264",1904,"BUPE","Arsenic",NA,"cambell"
"2265",1905,"BUPE","Arsenic",NA,"cambell"
"2266",1906,"BUPE","Arsenic",NA,"cambell"
"2267",1907,"BUPE","Arsenic",NA,"cambell"
"2268",1908,"BUPE","Arsenic",NA,"cambell"
"2269",1909,"BUPE","Arsenic",NA,"cambell"
"2270",1910,"BUPE","Arsenic",NA,"cambell"
"2271",1911,"BUPE","Arsenic",NA,"cambell"
"2272",1912,"BUPE","Arsenic",NA,"cambell"
"2273",1913,"BUPE","Arsenic",NA,"cambell"
"2274",1914,"BUPE","Arsenic",NA,"cambell"
"2275",1915,"BUPE","Arsenic",NA,"cambell"
"2276",1916,"BUPE","Arsenic",NA,"cambell"
"2277",1917,"BUPE","Arsenic",NA,"cambell"
"2278",1918,"BUPE","Arsenic",NA,"cambell"
"2279",1919,"BUPE","Arsenic",NA,"cambell"
"2280",1920,"BUPE","Arsenic",NA,"cambell"
"2281",1921,"BUPE","Arsenic",NA,"cambell"
"2282",1922,"BUPE","Arsenic",NA,"cambell"
"2283",1923,"BUPE","Arsenic",NA,"cambell"
"2284",1924,"BUPE","Arsenic",NA,"cambell"
"2285",1925,"BUPE","Arsenic",NA,"cambell"
"2286",1926,"BUPE","Arsenic",NA,"cambell"
"2287",1927,"BUPE","Arsenic",NA,"cambell"
"2288",1928,"BUPE","Arsenic",NA,"cambell"
"2289",1929,"BUPE","Arsenic",NA,"cambell"
"2290",1930,"BUPE","Arsenic",NA,"cambell"
"2291",1931,"BUPE","Arsenic",NA,"cambell"
"2292",1932,"BUPE","Arsenic",NA,"cambell"
"2293",1933,"BUPE","Arsenic",NA,"cambell"
"2294",1934,"BUPE","Arsenic",NA,"cambell"
"2295",1935,"BUPE","Arsenic",NA,"cambell"
"2296",1936,"BUPE","Arsenic",NA,"cambell"
"2297",1937,"BUPE","Arsenic",NA,"cambell"
"2298",1938,"BUPE","Arsenic",NA,"cambell"
"2299",1939,"BUPE","Arsenic",NA,"cambell"
"2300",1940,"BUPE","Arsenic",NA,"cambell"
"2301",1941,"BUPE","Arsenic",NA,"cambell"
"2302",1942,"BUPE","Arsenic",NA,"cambell"
"2303",1943,"BUPE","Arsenic",NA,"cambell"
"2304",1944,"BUPE","Arsenic",NA,"cambell"
"2305",1945,"BUPE","Arsenic",NA,"cambell"
"2306",1946,"BUPE","Arsenic",NA,"cambell"
"2307",1947,"BUPE","Arsenic",NA,"cambell"
"2308",1948,"BUPE","Arsenic",NA,"cambell"
"2309",1949,"BUPE","Arsenic",NA,"cambell"
"2310",1950,"BUPE","Arsenic",NA,"cambell"
"2311",1951,"BUPE","Arsenic",NA,"cambell"
"2312",1952,"BUPE","Arsenic",NA,"cambell"
"2313",1953,"BUPE","Arsenic",NA,"cambell"
"2314",1954,"BUPE","Arsenic",NA,"cambell"
"2315",1955,"BUPE","Arsenic",NA,"cambell"
"2316",1956,"BUPE","Arsenic",NA,"cambell"
"2317",1957,"BUPE","Arsenic",NA,"cambell"
"2318",1958,"BUPE","Arsenic",NA,"cambell"
"2319",1959,"BUPE","Arsenic",NA,"cambell"
"2320",1960,"BUPE","Arsenic",NA,"cambell"
"2321",1961,"BUPE","Arsenic",NA,"cambell"
"2322",1962,"BUPE","Arsenic",NA,"cambell"
"2323",1963,"BUPE","Arsenic",NA,"cambell"
"2324",1964,"BUPE","Arsenic",NA,"cambell"
"2325",1965,"BUPE","Arsenic",NA,"cambell"
"2326",1966,"BUPE","Arsenic",NA,"cambell"
"2327",1967,"BUPE","Arsenic",NA,"cambell"
"2328",1968,"BUPE","Arsenic",NA,"cambell"
"2329",1969,"BUPE","Arsenic",NA,"cambell"
"2330",1970,"BUPE","Arsenic",NA,"cambell"
"2331",1971,"BUPE","Arsenic",NA,"cambell"
"2332",1972,"BUPE","Arsenic",NA,"cambell"
"2333",1973,"BUPE","Arsenic",NA,"cambell"
"2334",1974,"BUPE","Arsenic",NA,"cambell"
"2335",1975,"BUPE","Arsenic",NA,"cambell"
"2336",1976,"BUPE","Arsenic",NA,"cambell"
"2337",1977,"BUPE","Arsenic",NA,"cambell"
"2338",1978,"BUPE","Arsenic",NA,"cambell"
"2339",1979,"BUPE","Arsenic",NA,"cambell"
"2340",1980,"BUPE","Arsenic",NA,"cambell"
"2341",1981,"BUPE","Arsenic",NA,"cambell"
"2342",1982,"BUPE","Arsenic",NA,"cambell"
"2343",1983,"BUPE","Arsenic",NA,"cambell"
"2344",1984,"BUPE","Arsenic",NA,"cambell"
"2345",1985,"BUPE","Arsenic",NA,"cambell"
"2346",1986,"BUPE","Arsenic",NA,"cambell"
"2347",1987,"BUPE","Arsenic",NA,"cambell"
"2348",1988,"BUPE","Arsenic",NA,"cambell"
"2349",1989,"BUPE","Arsenic",NA,"cambell"
"2350",1990,"BUPE","Arsenic",NA,"cambell"
"2351",1991,"BUPE","Arsenic",NA,"cambell"
"2352",1992,"BUPE","Arsenic",NA,"cambell"
"2353",1993,"BUPE","Arsenic",NA,"cambell"
"2354",1994,"BUPE","Arsenic",NA,"cambell"
"2355",1995,"BUPE","Arsenic",NA,"cambell"
"2356",1996,"BUPE","Arsenic",NA,"cambell"
"2357",1997,"BUPE","Arsenic",NA,"cambell"
"2358",1998,"BUPE","Arsenic",NA,"cambell"
"2359",1999,"BUPE","Arsenic",39.3164853154835,"cambell"
"2360",2000,"BUPE","Arsenic",36.6851873690945,"cambell"
"2361",2001,"BUPE","Arsenic",34.1858745669018,"cambell"
"2362",2002,"BUPE","Arsenic",31.4945946735319,"cambell"
"2363",2003,"BUPE","Arsenic",28.7784117100918,"cambell"
"2364",2004,"BUPE","Arsenic",26.1585667651286,"cambell"
"2365",2005,"BUPE","Arsenic",23.3791176347073,"cambell"
"2366",2006,"BUPE","Arsenic",20.6709043715013,"cambell"
"2367",2007,"BUPE","Arsenic",17.8256610906142,"cambell"
"2368",2008,"BUPE","Arsenic",15.0250508112059,"cambell"
"2369",2009,"BUPE","Arsenic",12.1113439052284,"cambell"
"2370",2010,"BUPE","Arsenic",9.1693678510578,"cambell"
"2371",2011,"BUPE","Arsenic",6.22907416681953,"cambell"
"2372",2012,"BUPE","Arsenic",3.23059728848334,"cambell"
"2373",2013,"BUPE","Arsenic",0.172192944795963,"cambell"
"2374",2014,"BUPE","Arsenic",0.0865288129369921,"cambell"
"2375",2015,"BUPE","Arsenic",NA,"cambell"
"2376",1891,"BUPE","Cadmium",0.0980321661070314,"cambell"
"2377",1892,"BUPE","Cadmium",0.113120595151331,"cambell"
"2378",1893,"BUPE","Cadmium",0.128209024195631,"cambell"
"2379",1894,"BUPE","Cadmium",0.14329745323993,"cambell"
"2380",1895,"BUPE","Cadmium",0.15838588228423,"cambell"
"2381",1896,"BUPE","Cadmium",0.17347431132853,"cambell"
"2382",1897,"BUPE","Cadmium",0.188712578303926,"cambell"
"2383",1898,"BUPE","Cadmium",0.20381299709226,"cambell"
"2384",1899,"BUPE","Cadmium",0.218913415880594,"cambell"
"2385",1900,"BUPE","Cadmium",0.234013834668928,"cambell"
"2386",1901,"BUPE","Cadmium",0.249114253457262,"cambell"
